YEAR,MO,DY,HR,T2M,PS,WS50M,WD50M,RH2M
2020,5,17,23,9.6,100.52,7.16,230.4,95.82
2020,5,18,0,9.29,100.52,7.55,234.9,96.6
2020,5,18,1,9.22,100.52,9.05,245.9,95.96
2020,5,18,2,9.29,100.53,9.38,253.2,94.83
2020,5,18,3,9.12,100.5,8.06,250.2,95.35
2020,5,18,4,8.72,100.51,7.93,246.8,96.83
2020,5,18,5,9.52,100.53,7.56,243.8,94.32
2020,5,18,6,10.24,100.57,7.49,243.9,92.35
2020,5,18,7,10.71,100.6,7.52,244.6,91.14
2020,5,18,8,11.41,100.61,7.45,244.6,89.15
2020,5,18,9,12.64,100.62,7.68,246.2,85.27
2020,5,18,10,13.62,100.62,7.8,248.5,82.24
2020,5,18,11,14.07,100.62,7.84,250.1,80.97
2020,5,18,12,14.23,100.63,7.86,250.8,80.74
2020,5,18,13,14.36,100.62,7.85,251.9,80.74
2020,5,18,14,14.17,100.61,7.68,252.6,81.83
2020,5,18,15,13.97,100.61,7.3,250.8,83.4
2020,5,18,16,14.1,100.58,7.32,247.2,83.27
2020,5,18,17,13.9,100.58,7.19,244.5,84.66
2020,5,18,18,13.36,100.58,6.6,240.7,88.31
2020,5,18,19,12.46,100.59,6.66,236.7,92.46
2020,5,18,20,11.68,100.6,6.89,233.1,95.03
2020,5,18,21,11.44,100.62,7.01,233.5,95.5
2020,5,18,22,11.24,100.62,6.88,232.2,95.93
2020,5,18,23,11.05,100.6,6.89,231.3,96.16
2020,5,19,0,10.79,100.6,7.09,234.6,96.72
2020,5,19,1,10.73,100.59,7.31,237.7,96.61
2020,5,19,2,10.82,100.58,7.49,241.3,96.14
2020,5,19,3,10.76,100.57,7.55,244,96.27
2020,5,19,4,10.61,100.57,7.16,245.7,96.61
2020,5,19,5,11.17,100.59,6.57,248.7,95.39
2020,5,19,6,12.08,100.62,7.02,257.9,93.47
2020,5,19,7,13.19,100.64,7.27,263.4,91.15
2020,5,19,8,14.6,100.65,7.28,268.6,87.61
2020,5,19,9,15.72,100.67,7.01,272,83.95
2020,5,19,10,16.31,100.68,6.62,271.6,81.37
2020,5,19,11,16.71,100.68,6.24,268.7,79.58
2020,5,19,12,16.95,100.69,6.05,266.3,78.22
2020,5,19,13,17.03,100.7,6.08,267.2,77.67
2020,5,19,14,17.02,100.72,6.05,270.1,77.32
2020,5,19,15,17.07,100.71,5.94,272.6,76.49
2020,5,19,16,17.05,100.7,5.72,274.7,75.18
2020,5,19,17,16.6,100.7,5.18,278.2,75.83
2020,5,19,18,15.62,100.71,4.4,284.4,81.01
2020,5,19,19,13.69,100.73,3.92,291.3,90.45
2020,5,19,20,12.05,100.77,3.66,293.1,92.09
2020,5,19,21,11.39,100.78,3.2,289.2,91.32
2020,5,19,22,10.77,100.78,2.78,279.9,91.56
2020,5,19,23,10.25,100.77,2.57,267.5,91.96
2020,5,20,0,9.62,100.75,2.49,257.5,93.62
2020,5,20,1,9.25,100.72,2.3,248,94.17
2020,5,20,2,9.06,100.68,1.96,233.1,93.96
2020,5,20,3,8.89,100.65,1.72,203.6,94.17
2020,5,20,4,8.54,100.63,2.23,172.8,95.83
2020,5,20,5,9.58,100.63,3.11,163.8,93.09
2020,5,20,6,11.29,100.65,3.17,164.8,85.1
2020,5,20,7,13.17,100.66,3.14,169.9,75.84
2020,5,20,8,15.4,100.64,3.94,178.3,66.45
2020,5,20,9,17.09,100.6,4.21,180.5,63.5
2020,5,20,10,18.56,100.55,4.18,177.4,61.6
2020,5,20,11,19.86,100.5,4.34,174.8,60.43
2020,5,20,12,20.9,100.46,4.67,175.5,59.81
2020,5,20,13,21.58,100.42,5.08,177.6,60.13
2020,5,20,14,21.92,100.38,5.46,180.1,60.45
2020,5,20,15,21.89,100.32,5.67,181.7,61.01
2020,5,20,16,21.52,100.28,5.71,183.6,62.69
2020,5,20,17,20.77,100.26,5.3,188.1,67.97
2020,5,20,18,19.34,100.26,4.91,194.9,78.51
2020,5,20,19,16.65,100.28,4.83,203.2,86.46
2020,5,20,20,14.64,100.31,4.7,210.2,87.76
2020,5,20,21,13.77,100.32,4.45,212.3,88.7
2020,5,20,22,12.84,100.31,4.46,210.9,90.8
2020,5,20,23,11.91,100.31,4.64,210.6,93.78
2020,5,21,0,11.05,100.29,4.76,212.2,96.83
2020,5,21,1,10.36,100.27,4.56,211.4,99.08
2020,5,21,2,9.86,100.25,4.21,208.8,99.94
2020,5,21,3,9.53,100.26,4.51,216.3,100
2020,5,21,4,9.97,100.29,4.77,229.8,97.69
2020,5,21,5,11.09,100.32,4.42,238.3,94.06
2020,5,21,6,12.47,100.35,4.15,245.8,88.65
2020,5,21,7,13.81,100.39,5.49,260,82.36
2020,5,21,8,15.03,100.43,6.6,267.9,76.33
2020,5,21,9,15.71,100.46,6.71,275.6,73.54
2020,5,21,10,16.18,100.49,6.4,281.9,71.55
2020,5,21,11,16.62,100.5,5.84,284.7,69.42
2020,5,21,12,17.01,100.49,5.12,284,67.63
2020,5,21,13,17.29,100.46,4.31,285.2,65.61
2020,5,21,14,17.42,100.44,3.48,295.7,63.54
2020,5,21,15,17.38,100.45,2.63,299.4,61.61
2020,5,21,16,16.7,100.33,0.98,23.4,62.9
2020,5,21,17,16.3,100.24,2.37,97,67.56
2020,5,21,18,15.72,100.16,4.46,106.3,75.24
2020,5,21,19,14.07,100.08,6.81,108.1,82.22
2020,5,21,20,13.44,99.99,8.79,110.3,81.25
2020,5,21,21,13.68,99.87,9.86,115.2,79.59
2020,5,21,22,13.59,99.73,9.87,124.5,81.37
2020,5,21,23,13.42,99.6,10.09,142.9,84.23
2020,5,22,0,13.33,99.51,10.61,160.6,86.72
2020,5,22,1,13.03,99.4,10.94,169.5,89.18
2020,5,22,2,12.6,99.25,11.66,170.4,90.83
2020,5,22,3,12.24,99.15,11.66,174.7,91.81
2020,5,22,4,12.09,99.13,11.43,189.4,91.81
2020,5,22,5,12.19,99.15,11.5,208.3,91.33
2020,5,22,6,12.35,99.21,11.85,226.2,86.91
2020,5,22,7,12.66,99.28,12.33,230.6,78.85
2020,5,22,8,13.45,99.33,13.86,229.9,67.52
2020,5,22,9,14.21,99.35,15.18,228.7,60.08
2020,5,22,10,14.93,99.37,16.2,227.8,57.08
2020,5,22,11,15.43,99.39,17.18,228.4,55.92
2020,5,22,12,15.66,99.4,17.85,229.8,56.18
2020,5,22,13,15.66,99.43,18.09,231.4,56.9
2020,5,22,14,15.45,99.45,17.88,232.5,58.41
2020,5,22,15,15.04,99.48,17.33,232.8,60.17
2020,5,22,16,14.46,99.52,16.52,232.4,61.91
2020,5,22,17,13.67,99.56,15.6,231.2,64.69
2020,5,22,18,12.7,99.6,14.56,228.9,68.95
2020,5,22,19,11.59,99.64,13.39,225.8,75.26
2020,5,22,20,10.63,99.7,12.78,223.4,81.88
2020,5,22,21,10.14,99.74,12.56,223.6,85.79
2020,5,22,22,9.87,99.74,12.55,225.5,87.23
2020,5,22,23,9.72,99.74,12.67,228.4,87.45
2020,5,23,0,9.61,99.73,12.72,230.7,87.56
2020,5,23,1,9.48,99.73,12.82,232,87.66
2020,5,23,2,9.35,99.75,12.87,233.1,87.77
2020,5,23,3,9.22,99.76,12.82,234,88
2020,5,23,4,9.1,99.79,12.82,235,88.74
2020,5,23,5,9.44,99.82,13.02,236.8,87.43
2020,5,23,6,10.09,99.85,13.64,239.3,83.33
2020,5,23,7,10.84,99.88,14.65,242.9,77.21
2020,5,23,8,11.56,99.92,15.32,245.2,71.99
2020,5,23,9,12.15,99.95,15.68,247.1,68.7
2020,5,23,10,12.54,100,15.96,249.1,67.43
2020,5,23,11,12.96,100.04,16.26,251.9,66.48
2020,5,23,12,13.41,100.09,16.44,255.1,65.01
2020,5,23,13,13.66,100.16,16.31,257.6,64
2020,5,23,14,13.89,100.21,16.28,260.3,62.38
2020,5,23,15,13.79,100.26,15.99,261.9,61.7
2020,5,23,16,13.56,100.32,15.4,262.8,62.36
2020,5,23,17,13.12,100.38,14.09,262.9,65.06
2020,5,23,18,12.45,100.44,12.97,261.6,70.24
2020,5,23,19,11.51,100.49,12.24,260.2,76.19
2020,5,23,20,10.8,100.57,11.91,258.9,81.04
2020,5,23,21,10.33,100.62,11.52,257.3,85.32
2020,5,23,22,10.16,100.65,11.64,256.9,88.53
2020,5,23,23,10.42,100.67,12.25,258.8,89.81
2020,5,24,0,10.68,100.7,12.51,262.1,90.91
2020,5,24,1,10.69,100.74,12.69,264.3,92.14
2020,5,24,2,10.63,100.77,12.8,265.4,93.04
2020,5,24,3,10.61,100.82,12.84,266.9,93.2
2020,5,24,4,10.58,100.87,12.54,267.7,93.69
2020,5,24,5,10.81,100.94,12.16,268.7,93.2
2020,5,24,6,11.24,101.03,11.74,269.7,91.98
2020,5,24,7,11.81,101.1,11.82,272.1,89.45
2020,5,24,8,12.37,101.15,11.95,275.5,86.26
2020,5,24,9,12.78,101.23,11.76,277.2,83.37
2020,5,24,10,13.18,101.29,11.43,277.5,80.74
2020,5,24,11,13.9,101.36,11.1,277.9,77.29
2020,5,24,12,14.37,101.41,10.63,278.1,75.21
2020,5,24,13,14.77,101.45,10.06,278.4,73.6
2020,5,24,14,15.16,101.48,9.49,279.5,71.89
2020,5,24,15,15.45,101.49,8.82,281.7,70.11
2020,5,24,16,15.41,101.51,8.03,284,69.48
2020,5,24,17,15.03,101.54,7.08,284.9,70.36
2020,5,24,18,14.25,101.57,5.47,284.4,76.01
2020,5,24,19,12.29,101.62,4.37,279.6,88.36
2020,5,24,20,10.36,101.68,3.93,269.9,91.72
2020,5,24,21,9.53,101.73,4.06,257.2,94.43
2020,5,24,22,8.76,101.74,4.57,249.1,97.6
2020,5,24,23,8.03,101.75,4.94,245.4,100
2020,5,25,0,7.34,101.75,5.09,244,100
2020,5,25,1,6.7,101.77,5,243.6,100
2020,5,25,2,6.14,101.78,4.79,242.5,100
2020,5,25,3,5.79,101.79,4.2,238.1,100
2020,5,25,4,6.05,101.8,3.64,226.4,100
2020,5,25,5,8.34,101.81,3.42,210,94.58
2020,5,25,6,10.06,101.82,3.06,193.6,86.34
2020,5,25,7,12.48,101.82,3.7,189.3,74.76
2020,5,25,8,14.34,101.81,4.57,193.5,65.72
2020,5,25,9,15.54,101.8,5.1,205.3,60.46
2020,5,25,10,16.42,101.8,5.5,217.7,55.85
2020,5,25,11,16.98,101.79,5.79,228,52.55
2020,5,25,12,17.46,101.78,6.07,236.7,50.81
2020,5,25,13,17.74,101.78,6.43,244.2,50.24
2020,5,25,14,17.71,101.77,6.62,248.9,50.33
2020,5,25,15,17.24,101.76,6.5,250.8,51.92
2020,5,25,16,16.6,101.75,6.28,252.9,55.36
2020,5,25,17,15.81,101.75,5.92,258.2,60.84
2020,5,25,18,14.62,101.77,5.26,265.5,71.05
2020,5,25,19,12.57,101.8,5.16,269.2,83.89
2020,5,25,20,10.77,101.83,5.1,268.1,88.63
2020,5,25,21,10.29,101.86,5,263,89.46
2020,5,25,22,9.96,101.86,5.03,256.9,90.27
2020,5,25,23,9.71,101.87,5.23,253.2,91.53
2020,5,26,0,9.32,101.89,5.38,253.2,94.26
2020,5,26,1,9.16,101.9,5.5,256.6,96.13
2020,5,26,2,9.01,101.91,5.57,262.3,98.4
2020,5,26,3,9.04,101.93,5.69,267.4,100
2020,5,26,4,9.46,101.94,5.41,267.8,99.6
2020,5,26,5,11.01,101.97,4.9,267.9,93.03
2020,5,26,6,12.07,102,4.82,271.1,88.37
2020,5,26,7,13.32,102.03,4.89,276.1,84.41
2020,5,26,8,14.88,102.04,5.04,281.1,80.23
2020,5,26,9,16.11,102.07,5.27,284.4,77
2020,5,26,10,16.72,102.09,5.38,286.2,74.68
2020,5,26,11,17.31,102.11,5.28,287.5,72.44
2020,5,26,12,17.64,102.12,5.17,289.9,70.95
2020,5,26,13,17.67,102.12,5.1,293.3,70.1
2020,5,26,14,17.43,102.12,5.02,297.5,69.38
2020,5,26,15,16.98,102.12,5.01,301.8,68.53
2020,5,26,16,16.48,102.12,4.91,305.5,67.36
2020,5,26,17,15.73,102.12,4.7,310,67.2
2020,5,26,18,14.65,102.12,4.4,315.7,70.18
2020,5,26,19,12.71,102.14,4.42,321.2,82.74
2020,5,26,20,10.55,102.16,4.67,326.4,88.18
2020,5,26,21,9.78,102.17,4.67,331.1,89.09
2020,5,26,22,9.2,102.17,4.49,335.8,90.39
2020,5,26,23,8.69,102.15,4.26,340.8,92.82
2020,5,27,0,8.17,102.15,4.23,344.4,96.15
2020,5,27,1,7.61,102.16,4.49,345.8,100
2020,5,27,2,7.17,102.17,4.65,350,100
2020,5,27,3,6.92,102.17,4.51,358.2,100
2020,5,27,4,7.34,102.18,4.24,7.5,100
2020,5,27,5,9.19,102.19,3.52,15.1,93.55
2020,5,27,6,10.45,102.2,2.25,17.6,87.13
2020,5,27,7,12.31,102.19,1.96,11.2,78.5
2020,5,27,8,14.78,102.18,2.45,3.8,61.88
2020,5,27,9,16.14,102.17,2.44,356.2,57.42
2020,5,27,10,17.3,102.16,2.43,353.9,55.15
2020,5,27,11,18.24,102.15,2.53,350.9,54.22
2020,5,27,12,18.86,102.15,2.83,348.4,54.4
2020,5,27,13,19.26,102.12,3.13,350.6,55.15
2020,5,27,14,19.38,102.1,3.38,355.1,56.32
2020,5,27,15,19.24,102.07,3.45,359.2,57.74
2020,5,27,16,18.95,102.05,3.33,4.1,59.46
2020,5,27,17,18.44,102.04,3.16,16.1,62.68
2020,5,27,18,17.56,102.04,3.21,40.7,70.04
2020,5,27,19,15.74,102.05,3.91,66.5,82
2020,5,27,20,13.74,102.09,5.3,84.9,86.52
2020,5,27,21,12.54,102.11,6.52,97.9,91.36
2020,5,27,22,11.68,102.11,7.08,106.5,93.85
2020,5,27,23,10.92,102.12,7.05,114.6,95.22
2020,5,28,0,10.09,102.11,6.8,121.7,96.69
2020,5,28,1,9.37,102.11,6.6,126.9,97.05
2020,5,28,2,8.82,102.09,6.43,131.3,96.4
2020,5,28,3,8.39,102.09,6.25,135.4,95.7
2020,5,28,4,8.56,102.08,6.12,138.8,93.72
2020,5,28,5,9.91,102.07,5.2,140.2,87.16
2020,5,28,6,11.63,102.05,4.58,142.8,80.68
2020,5,28,7,13.97,102.01,5,154.7,72.04
2020,5,28,8,15.84,101.96,4.67,159.3,68.52
2020,5,28,9,17.32,101.92,4.28,160.2,65.94
2020,5,28,10,18.62,101.87,4.01,159.7,63.38
2020,5,28,11,19.65,101.82,3.81,159,61.39
2020,5,28,12,20.39,101.78,3.63,157.8,60.1
2020,5,28,13,20.86,101.73,3.49,155.1,59.54
2020,5,28,14,21.07,101.68,3.47,150.8,59.33
2020,5,28,15,21.03,101.61,3.56,147.6,59.43
2020,5,28,16,20.73,101.55,3.76,145.8,60.44
2020,5,28,17,20.15,101.51,4.08,145.4,63.58
2020,5,28,18,19.06,101.49,4.65,145.7,71.09
2020,5,28,19,16.83,101.49,5.49,145.5,83.23
2020,5,28,20,14.88,101.52,6.52,146.1,85.93
2020,5,28,21,14.2,101.53,7.2,148.1,86.21
2020,5,28,22,13.47,101.53,7.48,150.7,87.15
2020,5,28,23,12.66,101.52,7.57,154.1,88.69
2020,5,29,0,11.95,101.5,7.59,158.4,89.68
2020,5,29,1,11.19,101.49,7.51,162.5,89.79
2020,5,29,2,10.36,101.48,7.3,164.5,89.48
2020,5,29,3,9.54,101.46,6.98,163.3,89.36
2020,5,29,4,9.43,101.46,6.64,159.2,87.56
2020,5,29,5,10.7,101.47,5.66,153.2,79.04
2020,5,29,6,12.04,101.46,4.54,143.9,73.82
2020,5,29,7,14.28,101.45,5.51,145.4,61.37
2020,5,29,8,15.93,101.42,6.03,141.1,55
2020,5,29,9,17.22,101.38,6.41,137.7,52.86
2020,5,29,10,18.38,101.34,6.61,136.7,51.41
2020,5,29,11,19.35,101.29,6.72,136.2,51.38
2020,5,29,12,20.12,101.23,6.7,136.5,52.1
2020,5,29,13,20.64,101.18,6.57,137,53.08
2020,5,29,14,20.91,101.12,6.38,137.2,54.19
2020,5,29,15,20.87,101.06,6.19,136,55.34
2020,5,29,16,20.52,101.03,6.08,133.2,57.32
2020,5,29,17,19.82,101,6.04,128.7,61.92
2020,5,29,18,18.49,100.99,6.31,122.1,71.57
2020,5,29,19,16.28,101,7.56,117.5,79.97
2020,5,29,20,14.19,101.03,8.65,115.6,83.35
2020,5,29,21,12.88,101.06,8.74,116.1,83.88
2020,5,29,22,11.52,101.07,8.22,116.8,85.59
2020,5,29,23,10.44,101.09,7.92,118.4,87.01
2020,5,30,0,9.63,101.09,7.64,120.3,89.03
2020,5,30,1,8.95,101.07,7.34,120.7,91.93
2020,5,30,2,8.31,101.06,7.07,118.7,95.7
2020,5,30,3,7.76,101.05,6.94,115.6,99.34
2020,5,30,4,8.07,101.04,6.64,112,97.55
2020,5,30,5,9.22,101.03,5.78,109.3,90.23
2020,5,30,6,10.93,101.03,5.9,109.4,79.23
2020,5,30,7,12.85,101.01,6.21,109,67.83
2020,5,30,8,14.63,100.99,6.5,109,59.24
2020,5,30,9,16.19,100.97,6.66,111.6,55.25
2020,5,30,10,17.57,100.95,6.81,115.9,54.13
2020,5,30,11,18.67,100.92,6.94,119.8,54.31
2020,5,30,12,19.51,100.89,7.01,122.4,54.99
2020,5,30,13,20.07,100.86,7.05,123.1,55.63
2020,5,30,14,20.33,100.82,7.11,122.4,56.4
2020,5,30,15,20.27,100.79,7.24,120.6,57.4
2020,5,30,16,19.93,100.75,7.4,117.7,59.01
2020,5,30,17,19.13,100.74,7.45,111.9,63.32
2020,5,30,18,17.82,100.75,7.9,104.1,70.08
2020,5,30,19,15.79,100.8,8.7,98.8,76.99
2020,5,30,20,13.75,100.86,9.38,97.2,81.95
2020,5,30,21,12.33,100.9,8.91,96.4,86.49
2020,5,30,22,11.27,100.93,8.45,96.3,91.22
2020,5,30,23,10.5,100.94,8.13,97.6,94.52
2020,5,31,0,9.87,100.95,7.87,98,96.22
2020,5,31,1,9.21,100.95,7.63,96.8,97.26
2020,5,31,2,8.52,100.93,7.52,94,98.27
2020,5,31,3,7.96,100.92,7.52,90.4,98.77
2020,5,31,4,8.03,100.93,7.39,86.8,96.06
2020,5,31,5,9.27,100.94,6.67,84.3,88.47
2020,5,31,6,11.29,100.95,6.09,82.5,79.58
2020,5,31,7,13.89,100.94,7.25,88.3,67.5
2020,5,31,8,16.02,100.93,7.88,93.3,60.07
2020,5,31,9,17.6,100.91,7.85,97.4,56.88
2020,5,31,10,18.83,100.91,7.67,102,56.06
2020,5,31,11,19.77,100.9,7.51,106.7,55.79
2020,5,31,12,20.42,100.89,7.32,111.3,55.32
2020,5,31,13,20.76,100.88,7.13,114.3,55.02
2020,5,31,14,20.77,100.87,7.01,115.2,55.37
2020,5,31,15,20.51,100.84,6.94,113.6,56.52
2020,5,31,16,20.07,100.83,6.97,110.3,58.2
2020,5,31,17,19.3,100.83,7,105.1,62.71
2020,5,31,18,18.02,100.87,7.42,100.1,70.37
2020,5,31,19,16.05,100.92,8.32,99.3,77.39
2020,5,31,20,14.02,100.97,8.83,101.6,83.03
2020,5,31,21,12.83,101.02,8.69,105.7,85.43
2020,5,31,22,11.8,101.04,8.31,108.4,87.83
2020,5,31,23,10.82,101.04,7.89,109.4,90.13
2020,6,1,0,9.88,101.03,7.4,107.5,92.39
2020,6,1,1,9.02,101.02,6.88,101.6,93.83
2020,6,1,2,8.29,101.03,6.47,92.7,94.32
2020,6,1,3,7.75,101.04,6.27,84.2,94.05
2020,6,1,4,8.18,101.07,6.27,77.4,90.91
2020,6,1,5,10.34,101.09,5.64,72.5,81.43
2020,6,1,6,12.13,101.1,4.45,66.8,76.09
2020,6,1,7,14.81,101.09,5.63,76.1,67.8
2020,6,1,8,16.75,101.08,6.33,81.9,61.31
2020,6,1,9,17.95,101.06,6.29,83.8,58.93
2020,6,1,10,18.88,101.03,5.97,83.6,57.5
2020,6,1,11,19.62,101.01,5.58,81.4,56.3
2020,6,1,12,20.17,100.99,5.22,78.2,55.49
2020,6,1,13,20.49,100.96,4.91,74.8,55.12
2020,6,1,14,20.59,100.93,4.62,72.1,55.3
2020,6,1,15,20.42,100.92,4.45,69.8,56.14
2020,6,1,16,20.03,100.88,4.44,69,57.77
2020,6,1,17,19.38,100.86,4.58,70.2,61.06
2020,6,1,18,18.26,100.86,4.93,73.4,69
2020,6,1,19,15.99,100.87,5.62,76.9,82.59
2020,6,1,20,13.74,100.89,6.47,82.3,87.55
2020,6,1,21,12.59,100.9,6.72,89,89.11
2020,6,1,22,11.47,100.91,6.45,94.7,91.08
2020,6,1,23,10.37,100.9,5.91,99.3,93
2020,6,2,0,9.52,100.88,5.29,102.8,94.1
2020,6,2,1,8.93,100.85,4.67,105.4,94.52
2020,6,2,2,8.62,100.83,3.99,106,94.21
2020,6,2,3,8.57,100.81,3.23,103.3,92.92
2020,6,2,4,9.12,100.79,2.6,97.5,91.04
2020,6,2,5,10.56,100.78,2.12,91.4,85.29
2020,6,2,6,11.51,100.76,1.46,87.3,75.56
2020,6,2,7,12.64,100.72,0.83,78.1,71.65
2020,6,2,8,15.32,100.68,1.29,14.4,53.72
2020,6,2,9,17.25,100.63,2.16,1.3,50.41
2020,6,2,10,18.66,100.58,2.48,356.5,49.69
2020,6,2,11,19.6,100.53,2.68,350.3,49.58
2020,6,2,12,20.27,100.47,2.95,343.3,50.09
2020,6,2,13,20.68,100.41,3.31,337.1,50.97
2020,6,2,14,20.74,100.35,3.63,331.7,52.32
2020,6,2,15,20.51,100.28,3.91,325.9,54.29
2020,6,2,16,20.08,100.21,4.13,320.4,57
2020,6,2,17,19.26,100.15,4.12,316.1,62.23
2020,6,2,18,17.98,100.1,4.09,313.8,71.32
2020,6,2,19,16.17,100.06,4.26,313.8,84.19
2020,6,2,20,14.5,100.05,4.99,319.2,88.03
2020,6,2,21,14.03,100.01,6.34,327.4,88.64
2020,6,2,22,13.69,100,6.88,333.9,91.01
2020,6,2,23,13.16,99.95,5.98,338.9,94.59
2020,6,3,0,12.76,99.86,4.89,338.8,96.47
2020,6,3,1,12.56,99.78,4.52,333.9,97.35
2020,6,3,2,12.42,99.72,4.7,329.5,97.85
2020,6,3,3,12.3,99.67,4.86,330.5,97.8
2020,6,3,4,12.42,99.62,4.71,339.4,97.2
2020,6,3,5,12.85,99.57,4.54,356.7,95.95
2020,6,3,6,13.05,99.55,5.1,22.9,94.47
2020,6,3,7,12.95,99.55,6.67,40,92.12
2020,6,3,8,12.72,99.56,8.15,44.6,89.33
2020,6,3,9,12.52,99.58,8.99,44.5,87.03
2020,6,3,10,12.57,99.59,9.18,41.7,84.25
2020,6,3,11,12.87,99.6,9.18,38.2,81.34
2020,6,3,12,13.05,99.6,9.07,34.6,79.22
2020,6,3,13,13.14,99.6,8.87,31.5,77.49
2020,6,3,14,13.19,99.59,8.53,28.8,75.87
2020,6,3,15,13.3,99.58,8.08,24.3,73.97
2020,6,3,16,13.21,99.57,7.84,18.6,72.73
2020,6,3,17,12.78,99.55,7.73,14.5,72.75
2020,6,3,18,12.14,99.57,7.46,11.1,74.2
2020,6,3,19,11.16,99.58,7.34,10.6,77.51
2020,6,3,20,9.83,99.59,6.99,10.6,83.93
2020,6,3,21,8.72,99.59,6.62,9.4,89.04
2020,6,3,22,7.78,99.55,6.17,7.4,93.22
2020,6,3,23,7.06,99.5,5.96,4.5,96.46
2020,6,4,0,6.75,99.42,5.7,3,97.49
2020,6,4,1,6.49,99.34,5.29,0.4,98.02
2020,6,4,2,6.48,99.27,5.06,357.2,97.69
2020,6,4,3,6.52,99.21,4.54,351.4,96.55
2020,6,4,4,6.82,99.17,3.91,342.3,94.37
2020,6,4,5,7.93,99.12,3.27,330.9,88.91
2020,6,4,6,9.09,99.07,3.2,318.5,81.87
2020,6,4,7,10.17,99.01,3.46,304.9,77.87
2020,6,4,8,10.93,98.94,4.22,295.2,76.99
2020,6,4,9,11.54,98.87,5.32,292.3,75.74
2020,6,4,10,12.23,98.82,6.31,292.7,72.99
2020,6,4,11,12.83,98.78,7.2,295.6,70.25
2020,6,4,12,13.15,98.72,7.89,297.7,68.96
2020,6,4,13,13.12,98.65,8.23,299,69.36
2020,6,4,14,12.97,98.6,8.33,300.3,70.32
2020,6,4,15,12.68,98.54,8.21,301.3,71.63
2020,6,4,16,12.48,98.49,8.02,301.2,73.4
2020,6,4,17,12.16,98.44,7.71,299.9,76.26
2020,6,4,18,11.75,98.39,7.02,296.9,80.92
2020,6,4,19,10.93,98.35,6.44,291.4,88.77
2020,6,4,20,9.84,98.31,6.9,288.3,94.53
2020,6,4,21,9.48,98.27,7.56,291,95.35
2020,6,4,22,9.29,98.22,8.32,296,94.27
2020,6,4,23,9.08,98.18,9.11,297.5,93.53
2020,6,5,0,8.75,98.12,9.11,298.7,93.92
2020,6,5,1,8.46,98.06,8.68,302.3,94.31
2020,6,5,2,8.11,98.01,8.17,307.9,94.37
2020,6,5,3,7.72,98,7.88,315,94.38
2020,6,5,4,7.57,98.01,7.39,322.3,94.01
2020,6,5,5,7.85,98.04,7.32,326.8,92.1
2020,6,5,6,8.18,98.06,7.72,330,88.64
2020,6,5,7,8.66,98.1,8.01,327.4,83.32
2020,6,5,8,9.35,98.11,8.46,322.1,76.34
2020,6,5,9,10.14,98.12,9,316.4,68.48
2020,6,5,10,10.77,98.11,9.78,311.1,62.75
2020,6,5,11,11.24,98.11,10.58,306.4,61.75
2020,6,5,12,11.4,98.1,11.31,302.4,62.84
2020,6,5,13,11.14,98.1,12,299.8,64.17
2020,6,5,14,10.91,98.1,12.45,298.7,64.68
2020,6,5,15,10.71,98.1,12.65,299.1,64.08
2020,6,5,16,10.44,98.09,12.75,299.5,64.13
2020,6,5,17,9.94,98.07,12.76,298.8,66.04
2020,6,5,18,9.24,98.06,12.63,297.3,70.16
2020,6,5,19,8.41,98.07,12.28,295,75.92
2020,6,5,20,7.7,98.09,12.35,292.7,80.44
2020,6,5,21,7.37,98.1,12.8,291.1,81.98
2020,6,5,22,7.14,98.08,13.39,289.8,82.18
2020,6,5,23,6.87,98.04,13.55,286.1,84
2020,6,6,0,6.65,97.99,13.89,281.3,86.99
2020,6,6,1,6.5,97.91,14.32,278.1,89.77
2020,6,6,2,6.49,97.84,14.52,276.5,91.7
2020,6,6,3,6.55,97.79,14.33,276.5,93.52
2020,6,6,4,6.81,97.75,13.47,276.9,94.99
2020,6,6,5,7.45,97.73,12.3,279.6,95.41
2020,6,6,6,8.48,97.72,10.75,286,94.28
2020,6,6,7,9.79,97.74,10.27,297.6,90.05
2020,6,6,8,11.22,97.77,11.24,310.5,81.65
2020,6,6,9,12.15,97.82,11.97,315.9,74.29
2020,6,6,10,12.8,97.89,12.12,318.8,69.75
2020,6,6,11,13.32,97.96,12.02,322,67.06
2020,6,6,12,13.77,98.04,11.6,325.4,65.67
2020,6,6,13,14.12,98.11,11.04,329.1,64.63
2020,6,6,14,14.34,98.17,10.25,332.5,63.95
2020,6,6,15,14.4,98.24,9.45,335.4,63.55
2020,6,6,16,14.28,98.31,8.58,337.1,63.9
2020,6,6,17,13.78,98.38,7.54,336.6,66.66
2020,6,6,18,13.15,98.46,6.22,332.2,73.03
2020,6,6,19,11.8,98.53,5.34,324.9,85.53
2020,6,6,20,9.95,98.6,5.05,317.2,93.73
2020,6,6,21,9.47,98.68,5,306.1,96.88
2020,6,6,22,9.28,98.74,5.32,294.9,98.85
2020,6,6,23,9.17,98.76,6.09,285.3,100
2020,6,7,0,9.41,98.78,7.01,279.7,100
2020,6,7,1,9.94,98.78,7.64,278.7,99.49
2020,6,7,2,10.25,98.79,7.95,282.7,97.72
2020,6,7,3,10.34,98.82,7.91,288.6,96.91
2020,6,7,4,10.47,98.87,7.56,296.3,96.49
